6.0,4.712389,10.5,1.5,1.5
6.0,4.775221,10.654255,1.9982836,1.3457451
6.0,4.8380527,10.790141,2.51236,1.2098585
6.0,4.9008846,10.907124,3.040201,1.0928764
6.0,4.9637165,11.00474,3.5797224,0.99526024
6.0,5.0265484,11.082603,4.1287956,0.9173961
6.0,5.0893803,11.140409,4.685254,0.85959005
6.0,5.152212,11.177929,5.2469006,0.82207114
6.0,5.215044,11.195013,5.8115196,0.8049871
6.0,5.277876,11.191594,6.3768835,0.8084058
6.0,5.340708,11.167686,6.9407587,0.8323127
6.0,5.4035397,11.123385,7.5009212,0.8766146
6.0,5.466371,11.058865,8.055157,0.94113564
6.0,5.529203,10.974378,8.601285,1.025622
6.0,5.592035,10.87026,9.137148,1.1297396
6.0,5.6548667,10.746922,9.660629,1.253078
6.0,5.7176986,10.604849,10.169663,1.3951507
6.0,5.7805305,10.335784,10.553423,1.446577
6.0,5.8433623,9.832014,10.701619,1.2983809
6.0,5.906194,9.313121,10.831261,1.1687396
6.0,5.969026,8.781153,10.941835,1.0581651
6.0,6.031858,8.238209,11.032907,0.9670942
6.0,6.09469,7.6864314,11.104115,0.8958857
6.0,6.1575217,7.1279984,11.155179,0.84482074
6.0,6.2203536,6.5651135,11.185899,0.8141012
6.0,6.2831855,5.999999,11.196153,0.8038477
6.0,6.3460174,5.434884,11.185899,0.81410086
6.0,6.4088492,4.8719997,11.155179,0.84482074
6.0,6.471681,4.3135667,11.104114,0.89588606
6.0,6.5345125,3.7617974,11.0329075,0.96709335
6.0,6.5973444,3.2188532,10.941835,1.0581644
6.0,6.6601763,2.6868849,10.831262,1.1687386
6.0,6.723008,2.167992,10.70162,1.2983794
6.0,6.78584,1.6642222,10.553425,1.4465754
6.0,6.848672,1.3951524,10.604848,1.8303305
6.0,6.911504,1.2530797,10.74692,2.339365
6.0,6.9743357,1.1297412,10.870259,2.8628473
6.0,7.0371675,1.0256226,10.974377,3.3987088
6.0,7.0999994,0.94113636,11.058864,3.9448378
6.0,7.1628313,0.8766144,11.123385,4.499077
6.0,7.225663,0.8323127,11.167686,5.0592394
6.0,7.288495,0.80840546,11.191594,5.6231146
6.0,7.351327,0.8049869,11.195013,6.1884775
6.0,7.414159,0.82207096,11.177928,6.753097
6.0,7.4769907,0.8595897,11.140409,7.3147445
6.0,7.5398226,0.91739523,11.082604,7.871202
6.0,7.6026545,0.9952601,11.00474,8.420275
6.0,7.6654863,1.0928761,10.907125,8.959797
6.0,7.728318,1.209858,10.790142,9.4876375
6.0,7.79115,1.3457447,10.654255,10.001715
6.0,7.853982,1.4999993,10.500001,10.499998
6.0,7.916814,1.3457456,10.0017185,10.654254
6.0,7.9796457,1.2098588,9.487642,10.790141
6.0,8.042477,1.0928782,8.95981,10.907122
6.0,8.1053095,0.99526066,8.4202795,11.00474
6.0,8.16814,0.9173972,7.871214,11.082603
6.0,8.230973,0.85959005,7.314748,11.140409
6.0,8.293804,0.8220717,6.75311,11.177928
6.0,8.356636,0.8049871,6.1884913,11.195013
6.0,8.419468,0.80840546,5.623128,11.191595
6.0,8.4823,0.832312,5.0592523,11.167688
6.0,8.545132,0.8766135,4.4990897,11.123386
6.0,8.607964,0.9411346,3.94485,11.0588665
6.0,8.670795,1.0256206,3.3987215,10.974379
6.0,8.733627,1.1297386,2.862859,10.870261
6.0,8.796459,1.2530766,2.339377,10.746923
6.0,8.859291,1.3951492,1.8303423,10.604851
6.0,8.922123,1.6642113,1.4465795,10.55342
6.0,8.984955,2.167981,1.2983831,10.701617
6.0,9.047787,2.6868734,1.1687418,10.831258
6.0,9.110619,3.2188418,1.0581673,10.941833
6.0,9.17345,3.761786,0.967096,11.032904
6.0,9.236282,4.3135633,0.8958873,11.104113
6.0,9.299114,4.871996,0.844822,11.155178
6.0,9.361946,5.434881,0.8141023,11.185899
6.0,9.424778,5.9999957,0.80384874,11.196152
6.0,9.48761,6.5651107,0.81410193,11.185898
6.0,9.550442,7.1279955,0.84482145,11.155178
6.0,9.613274,7.6864285,0.8958864,11.104114
6.0,9.6761055,8.238205,0.9670948,11.032906
6.0,9.738937,8.781151,1.0581661,10.9418335
6.0,9.801769,9.313118,1.16874,10.83126
6.0,9.864601,9.832011,1.2983809,10.701619
6.0,9.927433,10.335781,1.4465772,10.553423
6.0,9.990265,10.604849,1.3951507,10.169666
6.0,10.053097,10.746922,1.253078,9.660631
6.0,10.115929,10.87026,1.1297392,9.13715
6.0,10.178761,10.974379,1.0256214,8.601288
6.0,10.241592,11.058865,0.94113475,8.05516
6.0,10.304424,11.123386,0.87661314,7.50092
6.0,10.367256,11.167688,0.83231163,6.9407573
6.0,10.430088,11.191595,0.8084044,6.3768816
6.0,10.49292,11.195014,0.8049862,5.8115187
6.0,10.555752,11.177931,0.82207024,5.2469
6.0,10.618584,11.140411,0.859589,4.685253
6.0,10.681416,11.082605,0.91739523,4.128795
6.0,10.744247,11.00474,0.9952594,3.5797212
6.0,10.807079,10.907125,1.0928754,3.0401998
6.0,10.869911,10.790142,1.2098576,2.5123591
6.0,10.932743,10.654256,1.3457444,1.9982829
6.0,10.995575,10.5,1.5,1.5
